id;address;authors;authors_original;booktitle;date;editor;editors_original;institution;journal;month;note;pages;publisher;tech;title;type;volume;year
1403;palo alto ca ;t mitchell t utgoff and r banerji ;t mitchell t utgoff and r banerji ;machine learning an artificial intelligence approach ;;in r michalski t mitchell and j carbonell editors ;;;;;;;morgan kaufmann ;;learning problem solving heuristics by experimentation ;;;1983
1404;palo alto ca ;t mitchell t utgoff and r banerji ;t mitchell t utgoff and r banerji ;machine learning an artificial intelligence approach ;;in r michalski t mitchell and j carbonell editors ;;;;;;;morgan kaufmann ;;learning problem solving heuristics by experimentation ;;;1983
1405;;t m mitchell p e utgoff and r b banerji ;t m mitchell p e utgoff and r b banerji ;machine learning an artificial intelligence approach;;in s michalski ryszard g carbonell jaime references 44 and t m mitchell editors;;;;;;;morgan kaufmann ;;learning by experimentation acquiring and refining problem solving heuristics ;; volume i ;1983
1406;;t m mitchell p e utgoff and r b banerji ;t m mitchell p e utgoff and r b banerji ;machine learning an artificial intelligence approach;;in s michalski ryszard g carbonell jaime references 44 and t m mitchell editors;;;;;;;morgan kaufmann ;;learning by experimentation acquiring and refining problem solving heuristics ;; volume i ;1983
1407;palo alto ;t m mitchell p e utgoff and r banerji ;t m mitchell p e utgoff and r banerji ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;pages 163 190;tioga publishing ;;learning by experimentation acquiring and refining problem solving heuristics ;;volume 1;1983
1408;palo alto ca ;t m mitchell p utgoff and r banerji ;t m mitchell p utgoff and r banerji ;machine learning vol ;;in j g carbonell r s michalski and t m mitchell editors ;;;;;;;tioga ;;learning by experimentation acquiring and refining problem solving heuristics ;;1;1983
1409;san mateo ca ;mitchell t m utgoff p e banerji r b ;mitchell t m utgoff p e banerji r b ;machine learning an artificial intelligence approach;;in r s michalski j g carbonell t m mitchell eds ;;;;;;;morgan kaufmann ;;learning by experimentation acquiring and refining problem solving heuristics ;; vol i ;1983
1410;;t m mitchell p e utgoff and r b banerji ;t m mitchell p e utgoff and r b banerji ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;;morgan kaufmann ;;learning by experimentation acquiring and refining problem solving heuristics ;;volume 1;1983
1411;palo alto ca ;mitchell t m utgoff p e and banerji r b ;mitchell t m utgoff p e and banerji r b ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell eds ;;;;;;;tioga press ;;learning by experimentation acquiring and refining problem solving heuristics ;;;1983
1412;palo alto ca;tom m mitchell paul e utgoff and ranan banerji ;tom m mitchell paul e utgoff and ranan banerji ;in machine 58 learning an artificial intelligence approach;;michalski ryszard s car bonell jamie g and mitchell tom m eds ;;;;;;;tioga publishing company ;;learning by experimentation acquiring and refining problem solving heuristics;;volume i ;1983
1413;los altos california ;t m mitchell p e utgoff and r banerji ;t m mitchell p e utgoff and r banerji ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;pages 163 190;morgan kaufmann ;;learning by experimentation acquiring and refining problem solving heuristics ;;vol 1;1983
1414;los altos ca ;mitchell t m ;mitchell t m ;proceedings of ijcai 83;;;;;;;;1139 1151;morgan kaufmann ;;learning and problem solving ;;;1983
1415;;tom m mitchell paul e utgoff and ranan banerji ;tom m mitchell paul e utgoff and ranan banerji ;;;in michalski et al ;;;;;;pages 163 190;;;learning by experimentation acquiring and refining problem solving heuristics ;;30;
1416;;tom m mitchaell and paul e utgoff ;tom m mitchaell and paul e utgoff ;in shavlik and dietterich;;;;;;;;pages 510 522;;;learning by experimentation acquiring and refining problem solving heuristics ;;17;
1417;;tom m mitchaell and paul e utgoff ;tom m mitchaell and paul e utgoff ;in shavlik and dietterich;;;;;;;;pages 510 522;;;learning by experimentation acquiring and refining problem solving heuristics ;;17;
1418;san mateo ca ;mitchell t and thrun s ;mitchell t and thrun s ;in proceedings of the tenth international conference on machine learning ;;p utgoff ed ;;;;;http www informatik uni bonn de thrun mitchell ebl ml93 ps z;;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1419;san mateo ca ;tom m mitchell and sebastian thrun ;tom m mitchell and sebastian thrun ;proceedings of the tenth international conference on machine learning ;;in paul e utgoff editor ;;;;;;pages 197 204;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1420;san mateo ca ;tom m mitchell and sebastian thrun ;tom m mitchell and sebastian thrun ;proceedings of the tenth international conference on machine learning ;;in paul e utgoff editor ;;;;;;pages 197 204;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1421;san mateo ca ;tom m mitchell and sebastian thrun ;tom m mitchell and sebastian thrun ;proceedings of the tenth international conference on machine learning ;;in paul e utgoff editor ;;;;;;pages 197 204;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1422;san mateo ca ;tom m mitchell and sebastian thrun ;tom m mitchell and sebastian thrun ;proceedings of the tenth international conference on machine learning ;;in paul e utgoff editor ;;;;;;pages 197 204;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1423;san mateo ca ;tom m mitchell and sebastian thrun ;tom m mitchell and sebastian thrun ;proceedings of the tenth international conference on machine learning ;;in paul e utgoff editor ;;;;;;pages 197 204;morgan kaufmann ;;explanation based learning a comparison of symbolic and neural network approaches ;;;1993
1424;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1425;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1426;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1427;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1428;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1429;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1430;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1431;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1432;;dunja mladenic ;dunja mladenic ;in ml 93;;editor paul e utgoff ;;;;;;pages 205 211;;;combinatorial optimization in inductive concept learning ;;;
1433;san mateo ca ;mladenic d ;mladenic d ;in machine learning proceedings of the tenth international conference ;; p e utgoff ed ;;;;;;pp 205 211;morgan kaufmann pubishers ;;combinatorial optimization in inductive concept learning ;;;1993
1434;;moss e cavazos j stefanovic d utgoff p precup d scheeff d brodley c ;moss e cavazos j stefanovic d utgoff p precup d scheeff d brodley c ;;;;;;;;submitted for publication ;;;;learning policies for local instruction scheduling ;;;1997
1435;san francisco ca ;musick r catlett j russell s ;musick r catlett j russell s ;proceedings of the tenth international conference on machine learning ;;in utgoff p e ed ;;;;;;pp 212 219;morgan kaufmann ;;decision theoretic subsampling for induction on large databases ;;;1992
1436;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1437;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1438;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1439;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1440;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1441;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1442;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1443;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1444;;r musick jason catlett and s russell ;r musick jason catlett and s russell ;in ml 93;;editor paul e utgoff ;;;;;;pages 212 219;;;decision theoretic subsampling for induction on large databases ;;;
1445;san mateo ;j r ;j r ;proc ml 93;; ed p e utgoff ;;;;;;;morgan kaufmann ;;quinlan 1993 combining instance based and model based learning;;;
1446;san francisco ca ;quinlan j r ;quinlan j r ;proc int conf on mach learn ;;in utgoff p e ed ;;;;;;;morgan kaufmann ;;combining instance based and model based learning ;;;1993b
1447;san mateo ca ;quinlan j r ;quinlan j r ;proceedings of the machine learning conference 93;;in p e utgoff editor ;;;;;;;morgan kaufmann ;;combining instance based and model based learning ;;;1993
1448;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1449;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1450;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1451;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1452;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1453;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1454;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1455;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1456;;john ross quinlan ;john ross quinlan ;in ml 93;;editor paul e utgoff ;;;;;;pages 236 243;;;combining instance based and model based learning ;;;
1457;san mateo ;quinlan j r ;quinlan j r ;proceedings of the 10th international conference on machine learning;;in utgoff p e editor ;;;;;;;morgan kaufmann ;;combining instance based and model based learn ing ;;;1993b
1458;san mateo ;quinlan j r ;quinlan j r ;proceedings of the 10th international conference on machine learning;;in utgoff p e editor ;;;;;;;morgan kaufmann ;;combining instance based and model based learning ;;;1993b
1459;amherst ma ;ragavan h rendell l ;ragavan h rendell l ;machine learning proceedings of the tenth international conference ;;in utgoff p e ed mlc 93;;university of massachusetts ;;;;pp 252 259;morgan kaufmann publishers inc ;;lookahead feature construction for learning hard concepts ;;;1993
1460;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff ;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1461;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1462;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff ;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1463;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff ;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1464;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1465;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1466;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff ;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1467;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1468;;harish ragavan and larry rendell ;harish ragavan and larry rendell ;in ml 93;;editor paul e utgoff ;;;;;;pages 252 259;;;lookahead feature construction for learning hard concepts ;;;
1469;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1470;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1471;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1472;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1473;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1474;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1475;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1476;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1477;;ron rymon ;ron rymon ;in ml 93;;editor paul e utgoff ;;;;;;pages 268 275;;;an se tree based characterization of the induction problem ;;;
1478;;david r safford douglas l schales and david k hess ;david r safford douglas l schales and david k hess ;in proceedings of the fourth usenix security symposium usenix association ;;;;;;;;;;;the tamu security package an outgoing response to internet intruders in an academic environment ;;;1993
1479;;schmill m d rosenstein m t cohen p r and utgoff p ;schmill m d rosenstein m t cohen p r and utgoff p ;;;;;;;;to appear in proceedings of the second international conference on autonomous agents ;;;;learning what is relevant to the effects of actions for a mobile robot ;;;1998
1480;;schwartz a ;schwartz a ;proceedings of the tenth international conference on machine learning ;;in p utgoff ed ;;;;;;;morgan kaufmann ;;a reinforcement learning method for maximizing undiscounted rewards ;;;1993
1481;san francisco ca ;schwartz a ;schwartz a ;proceedings of the tenth international conference on machine learning ;;in utgoff p ed ;;;;;;pp 298 305;morgan kaufmann ;;a reinforcement learning method for maximizing undiscounted rewards ;;;1993
1482;;stone c j ;stone c j ;;;;;;the annals of statistics ;;;595 645;;; consistent nonparametric regression ;;5;1977
1483;;torgo l ;torgo l ;;;;;;;;;;;;incremental rule learning using entropy based search;;;1990
1484;czech republic ;torgo l ;torgo l ;in proceedings of the 2nd international workshop on artificial intelligence techniques ait95;;zizka j and brazdil p eds ;;;;;;;;; data fitting with rule based regression ;;;1995
1485;los altos ca ;utgoff p e mitchell t m ;utgoff p e mitchell t m ;in proceedings of aaai 82;;;;;;;;414 417;morgan kaufmann ;;acquisition of appropriate bias for inductive concept learning ;;;1982
1486;pittsburgh pa ;utgoff p e mitchell t m ;utgoff p e mitchell t m ;proceedings of the second national conference on artificial intelligence;;;;;;;;pp 414 417;morgan kaufmann ;;acquisition of appropriate bias for inductive concept learning ;;;1982
1487;pittsburgh pa ;p e utgoff and t m mitchell ;p e utgoff and t m mitchell ;in proc of aaai 82;;;;;;;;;;;acquisition of appropriate bias for inductive concept learning ;;;1982
1488;;paul utgoff and tom m mitchell ;paul utgoff and tom m mitchell ;in aaai 82;;;;;;;;pages 414 417;;;acquisition of appropriate bias for inductive concept learning ;;;1982
1489;;utgoff p e mitchell tom m and banerji r b ;utgoff p e mitchell tom m and banerji r b ;in machine learning ;;;;;;;;;tioga ;;learning by experimentation acquiring and refining problem solving heuristics ;;;1982
1490;los angeles ca ;p e utgoff ;p e utgoff ;in ijcai 83;;;;;;;;pages 447 449;kaufmann ;;adjusting bias in concept learning ;;;1983
1491;rutgers university new brunswick nj ;utgoff p e ;utgoff p e ;;;;;department of computer science ;;;;;;;shift of bias for inductive concept learning ;doctoral dissertation ;;1984
1492;;paul utgoff ;paul utgoff ;;;;;rutgers university ;;;;;;;shift of bias for inductive concept learning ;technical report cbm tr 145;;1984
1493;;p e utgoff ;p e utgoff ;;;;;rutgers laboratory for computer science research ;;oct ;;;;;shift of bias for inductive concept learning ;phd thesis ;;1984
1494;;p e utgoff ;p e utgoff ;;;;;rutgers laboratory for computer science research ;;oct ;;;;;shift of bias for inductive concept learning ;phd thesis ;;1984
1495;;p utgoff ;p utgoff ;;;;;rutgers laboratory for computer science research ;;octo ber;;;;;shift of bias for inductive concept learning ;phd thesis ;;1984
1496;;p utgoff ;p utgoff ;;;;;rutgers laboratory for computer science research ;;octo ber;;;;;shift of bias for inductive concept learning ;phd thesis ;;1984
1497;boston ma ;utgoff p e ;utgoff p e ;;;;;;;;;;kluwer academic ;;machine learning of inductive bias ;;12;1986
1498;;utgoff p e ;utgoff p e ;machine learning of inductive bias hingham ;;;;;;;;;ma kluwer ;;;;;1986
1499;;utgoff p e ;utgoff p e ;machine learning of inductive bias hingham ;;;;;;;;;ma kluwer ;;;;;1986
1500;;p utgoff ;p utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic ;;;;;1986
1501;;p utgoff ;p utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic ;;;;;1986
1502;;paul e utgoff ;paul e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1503;;paul e utgoff ;paul e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1504;boston ma ;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1505;boston ma ;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1506;;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1507;;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1508;;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1509;;utgoff p ;utgoff p ;machine learning of inductive bias ;;;;;;;kluwer international series in engineering and computer science ;28;kluwer academic ;;;;vol 15;1986
1510;;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;32;1986
1511;;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;32;1986
1512;boston ma ;p utgoff ;p utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1513;;utgoff p ;utgoff p ;machine learning of inductive bias ;;;;;;;kluwer international series in engineering and computer science ;6;kluwer academic ;;;;vol 15;1986
1514;;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;35;1986
1515;;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;35;1986
1516;;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;35;1986
1517;;utgoff p ;utgoff p ;machine learning of inductive bias ;;;;;;;kluwer international series in engineering and computer science ;;kluwer academic ;;;;vol 15;1986
1518;;p e utgoff ;p e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academic publishers ;;;;;1986
1519;boston ma ;paul e utgoff ;paul e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academc publisher ;;;;;1986
1520;boston ma ;paul e utgoff ;paul e utgoff ;machine learning of inductive bias ;;;;;;;;;kluwer academc publisher ;;;;;1986
1521;boston ma ;utgoff p e ;utgoff p e ;machine learning of inductive bias ;;;;;;;;;kluwer academic ;;;;;1986
1522;;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;this article was processed using the l a t e x macro package with llncs style;pages 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;;1986
1523;los altos ca ;utgoff p ;utgoff p ;in machine learning an artificial intelligence approach ;;r michalski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive learning ;;vol ii ;1986
1524;los altos ca ;utgoff p ;utgoff p ;in machine learning an artificial intelligence approach ;;r michalski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive learning ;;vol ii ;1986
1525;;utgoff p ;utgoff p ;machine learning ii ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1526;;utgoff p ;utgoff p ;machine learning ii ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1527;;utgoff p ;utgoff p ;machine learning ii ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1528;;utgoff p ;utgoff p ;machine learning ii ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1529;los altos ca ;p utgoff ;p utgoff ;in machine learning an artificial intelligence approach ;;r michalski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive learning ;;vol ii ;1986
1530;los altos ca ;p utgoff ;p utgoff ;in machine learning an artificial intelligence approach ;;r michalski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive learning ;;vol ii ;1986
1531;los altos ca ;utgoff p ;utgoff p ;machine learning an ai approach ;;eds in michalski r carbonell j mitchell t ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii ;1985
1532;;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g mitchell t m eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;vol ii ;1986
1533;;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g mitchell t m eds ;;;;;;pp 107 148;morgan kaufman ;;shift of bias for inductive concept learning ;;vol ii ;1986
1534;los altos ca ;utgoff p ;utgoff p ;machine learning ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1535;los altos ca ;utgoff p ;utgoff p ;machine learning ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1536;los altos ca ;utgoff p ;utgoff p ;machine learning ;;in michalski r carbonell j and mitchell t editors ;;;;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1537;los altos ca ;utgoff p ;utgoff p ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1538;los altos ca ;utgoff p ;utgoff p ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1539;los altos ca ;utgoff p ;utgoff p ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1540;los altos ca ;utgoff p ;utgoff p ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1541;los altos ca ;utgoff p ;utgoff p ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1542;los altos ca ;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ;;;;;;;;;morgan kauf mann ;;shift of bias for inductive concept learning ;;volume 2;1986
1543;los altos ca ;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ii ;;editors in michalski r carbonell j and mitchell t ;;;;;;107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;;1986
1544;;utgoff p e ;utgoff p e ;machine learning ;;in r s michalski j g carbonell t ;;;;;;;;;shift of bias for inductive concept learning ;;;1986
1545;san mateo ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski carbonell mitchell eds ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;;1986
1546;san mateo ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski carbonell mitchell eds ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;;1986
1547;san mateo ca ;utgoff p e ;utgoff p e ;;;in michalski carbonell mitchell eds ;;;machine learning ;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol 2 chap 5;1986
1548;san mateo ca ;utgoff p e ;utgoff p e ;;;in michalski carbonell mitchell eds ;;;machine learning ;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol 2 chap 5;1986
1549;los altos ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r carbonell j mitchell t eds ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii ;1986
1550;los altos ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r carbonell j mitchell t eds ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii ;1986
1551;los altos ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r carbonell j mitchell t eds ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii ;1986
1552;;utgoff p e ;utgoff p e ;;;in r s michalski j g ;;;;;;;;;shift of bias for inductive concept learning ;;;1986
1553;;utgoff p e ;utgoff p e ;in machine learning an artificial intelligence approach ;;eds r ;;;;;;;;;shift of bias for inductive concept learning ;;volume ii ;1986
1554;;utgoff p e ;utgoff p e ;in machine learning an artificial intelligence approach ;;eds r ;;;;;;;;;shift of bias for inductive concept learning ;;volume ii ;1986
1555;;utgoff p ;utgoff p ;in machine learning an artificial intelligence approach;;michalski r s carbonell j g and mitchell t m eds ;;;;;;;morgan kaufmann publishers ;;shift of bias for inductive concept learning ;;vol ii ;
1556;;utgoff p e ;utgoff p e ;;;in j g carbonell r s ;;;;;;;;;shift of bias for inductive concept learning ;;;1986
1557;los altos ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;j g carbonell and t m mitchell eds r s michalski eds ;;;;;;;morgan kaufmann ;;shift of bias for inductive learning ;;vol ii ;1986
1558;;utgoff paul e ;utgoff paul e ;;;in r t michalski j carbonell ;;;;;;;;;shift of bias for inductive concept learning ;;;1986
1559;;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1560;;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1561;;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1562;;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g and t m mitchell ;;;;;;107 148;morgan kaufmann publishers ;;shift of bias of induc tive concept learning ;;vol ii ;1986
